Filename	taxid	subspecies	Species	Genus	Family
GCF_900176205.1_BRAD285_PRJEB202261_v1_genomic.fna.gz	115808	NA	Bradyrhizobium sp. ORS 285	Bradyrhizobium	Bradyrhizobiaceae
GCF_000739455.1_ASM73945v1_genomic.fna.gz	156978	NA	Corynebacterium imitans	Corynebacterium	Corynebacteriaceae
GCF_000816265.1_ASM81626v1_genomic.fna.gz	1388751	NA	Campylobacter subantarcticus	Campylobacter	Campylobacteraceae
GCF_000954195.1_ASM95419v1_genomic.fna.gz	195	NA	Campylobacter coli	Campylobacter	Campylobacteraceae
GCF_001263395.1_ASM126339v1_genomic.fna.gz	1437605	NA	Bifidobacterium actinocoloniiforme	Bifidobacterium	Bifidobacteriaceae
GCF_001509895.1_ASM150989v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000441775.1_ASM44177v1_genomic.fna.gz	907272	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_001596775.2_ASM159677v2_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000015085.1_ASM1508v1_genomic.fna.gz	360106	Campylobacter fetus subsp. fetus	Campylobacter fetus	Campylobacter	Campylobacteraceae
GCF_000026685.1_ASM2668v1_genomic.fna.gz	561304	NA	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae
GCF_003073775.1_ASM307377v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001610775.1_ASM161077v1_genomic.fna.gz	61435	NA	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae
GCF_000833005.1_ASM83300v1_genomic.fna.gz	1390	NA	Bacillus amyloliquefaciens	Bacillus	Bacillaceae
GCF_003061265.1_ASM306126v1_genomic.fna.gz	747	NA	Pasteurella multocida	Pasteurella	Pasteurellaceae
GCF_000698365.1_ASM69836v1_genomic.fna.gz	1295140	NA	Haemophilus influenzae	Haemophilus	Pasteurellaceae
GCF_002753955.1_ASM275395v1_genomic.fna.gz	837	NA	Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae
GCF_002859525.1_ASM285952v1_genomic.fna.gz	747	NA	Pasteurella multocida	Pasteurella	Pasteurellaceae
GCF_001729745.1_ASM172974v1_genomic.fna.gz	1812934	NA	Enterobacter cloacae complex 'Hoffmann cluster III'	Enterobacter	Enterobacteriaceae
GCF_000172715.2_ASM17271v2_genomic.fna.gz	526949	NA	Rhizobium phaseoli	Rhizobium	Rhizobiaceae
GCF_001975125.1_ASM197512v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_002357915.1_ASM235791v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002288155.1_ASM228815v1_genomic.fna.gz	29575	NA	Taylorella equigenitalis	Taylorella	Alcaligenaceae
GCF_002749475.1_ASM274947v1_genomic.fna.gz	29461	NA	Brucella suis	Brucella	Brucellaceae
GCF_000967895.1_ASM96789v1_genomic.fna.gz	698738	NA	Oleispira antarctica	Oleispira	Oceanospirillaceae
GCF_003006075.1_ASM300607v1_genomic.fna.gz	1286	NA	Staphylococcus simulans	Staphylococcus	Staphylococcaceae
GCF_002202095.1_ASM220209v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002812525.1_ASM281252v1_genomic.fna.gz	1307	NA	Streptococcus suis	Streptococcus	Streptococcaceae
GCF_000023405.1_ASM2340v1_genomic.fna.gz	446465	NA	Brachybacterium faecium	Brachybacterium	Dermabacteraceae
GCF_000010205.1_ASM1020v1_genomic.fna.gz	334380	NA	Orientia tsutsugamushi	Orientia	Rickettsiaceae
GCF_002831605.1_ASM283160v1_genomic.fna.gz	2058133	NA	Alteromonas sp. MB-3u-76	Alteromonas	Alteromonadaceae
GCF_000816985.1_ASM81698v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_001952895.1_ASM195289v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000015505.1_ASM1550v1_genomic.fna.gz	365044	NA	Polaromonas naphthalenivorans	Polaromonas	Comamonadaceae
GCF_001989475.1_ASM198947v1_genomic.fna.gz	446	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000758265.1_ASM75826v1_genomic.fna.gz	562971	NA	Achromobacter xylosoxidans	Achromobacter	Alcaligenaceae
GCF_002754055.1_ASM275405v1_genomic.fna.gz	837	NA	Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae
GCF_001886555.1_ASM188655v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000317045.1_ASM31704v1_genomic.fna.gz	1173025	NA	Geitlerinema sp. PCC 7407	Geitlerinema	Coleofasciculaceae
GCF_002310595.1_ASM231059v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001190885.1_ASM119088v1_genomic.fna.gz	1311	NA	Streptococcus agalactiae	Streptococcus	Streptococcaceae
GCF_000517425.1_ASM51742v1_genomic.fna.gz	1239307	NA	Sodalis praecaptivus	Sodalis	Pectobacteriaceae
GCF_001889465.1_ASM188946v1_genomic.fna.gz	364410	NA	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae
GCF_003030165.1_ASM303016v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_002068155.1_ASM206815v1_genomic.fna.gz	1648923	NA	Bacillus paralicheniformis	Bacillus	Bacillaceae
GCF_000981825.1_ASM98182v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_003073955.1_ASM307395v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000321395.1_ASM32139v1_genomic.fna.gz	1192196	Bacillus subtilis subsp. subtilis	Bacillus subtilis	Bacillus	Bacillaceae
GCF_001610955.1_ASM161095v1_genomic.fna.gz	33941	NA	Geobacillus thermoleovorans	Geobacillus	Bacillaceae
GCF_002209725.2_ASM220972v2_genomic.fna.gz	670	NA	Vibrio parahaemolyticus	Vibrio	Vibrionaceae
GCF_001605545.1_ASM160554v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_900186845.1_46338_E02_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000023825.1_ASM2382v1_genomic.fna.gz	485917	NA	Pedobacter heparinus	Pedobacter	Sphingobacteriaceae
GCF_000422165.1_ASM42216v1_genomic.fna.gz	326425	NA	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae
GCF_001516305.2_ASM151630v2_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_001629755.1_ASM162975v1_genomic.fna.gz	59204	NA	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000015925.1_ASM1592v1_genomic.fna.gz	357348	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_002443095.1_ASM244309v1_genomic.fna.gz	1664069	NA	Bacillus glycinifermentans	Bacillus	Bacillaceae
GCF_000306745.1_ASM30674v1_genomic.fna.gz	527021	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_001277195.1_ASM127719v1_genomic.fna.gz	1159613	NA	Cronobacter muytjensii	Cronobacter	Enterobacteriaceae
GCF_000009205.1_ASM920v1_genomic.fna.gz	272563	NA	Clostridioides difficile	Clostridioides	Peptostreptococcaceae
GCF_003074055.1_ASM307405v1_genomic.fna.gz	1827580	NA	Streptomyces sp. 452	Streptomyces	Streptomycetaceae
GCF_000626695.2_ASM62669v2_genomic.fna.gz	1412600	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001717685.1_ASM171768v3_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001483945.1_ASM148394v1_genomic.fna.gz	1078773	NA	Herbaspirillum rubrisubalbicans	Herbaspirillum	Oxalobacteraceae
GCF_000007145.1_ASM714v1_genomic.fna.gz	190485	NA	Xanthomonas campestris	Xanthomonas	Xanthomonadaceae
GCF_000834925.1_ASM83492v1_genomic.fna.gz	748678	NA	Yersinia pestis	Yersinia	Yersiniaceae
GCF_001573085.1_ASM157308v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002157855.1_ASM215785v1_genomic.fna.gz	79883	NA	Bacillus horikoshii	Bacillus	Bacillaceae
GCF_000971565.1_ASM97156v1_genomic.fna.gz	358	NA	Agrobacterium tumefaciens	Agrobacterium	Rhizobiaceae
GCF_000317875.1_ASM31787v1_genomic.fna.gz	1055532	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_000758725.1_ASM75872v1_genomic.fna.gz	189426	NA	Paenibacillus odorifer	Paenibacillus	Paenibacillaceae
GCF_001506785.1_ASM150678v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_001484045.1_ASM148404v1_genomic.fna.gz	1749074	NA	Mycoplasma sp. (ex Biomphalaria glabrata)	Mycoplasma	Mycoplasmataceae
GCF_001433515.1_ASM143351v1_genomic.fna.gz	210	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_000270205.1_ASM27020v1_genomic.fna.gz	1029718	NA	Candidatus Arthromitus sp. SFB-mouse	Candidatus Arthromitus	Clostridiaceae
GCF_000213155.1_ASM21315v1_genomic.fna.gz	909952	NA	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae
GCF_001652645.1_ASM165264v1_genomic.fna.gz	446	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000961275.1_ASM96127v1_genomic.fna.gz	611301	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_000709555.1_ASM70955v1_genomic.fna.gz	1415657	NA	Candidatus Walczuchella monophlebidarum	Candidatus Walczuchella	Xanthomonadaceae
GCF_003097595.1_ASM309759v1_genomic.fna.gz	1590	NA	Lactobacillus plantarum	Lactobacillus	Lactobacillaceae
GCF_000447675.1_ASM44767v1_genomic.fna.gz	1291379	NA	Treponema pedis	Treponema	Spirochaetaceae
GCF_900016155.1_PFREUDJS1_genomic.fna.gz	1752	NA	Propionibacterium freudenreichii	Propionibacterium	Propionibacteriaceae
GCF_001663075.1_ASM166307v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001895765.1_ASM189576v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002208235.1_ASM220823v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000815185.1_ASM81518v1_genomic.fna.gz	56458	NA	Xanthomonas sacchari	Xanthomonas	Xanthomonadaceae
GCF_002192415.1_ASM219241v1_genomic.fna.gz	414771	NA	Paenibacillus donghaensis	Paenibacillus	Paenibacillaceae
GCF_001953195.1_ASM195319v1_genomic.fna.gz	487316	NA	Acinetobacter soli	Acinetobacter	Moraxellaceae
GCF_000298495.2_ASM29849v2_genomic.fna.gz	1218357	NA	Chlamydia psittaci	Chlamydia	Chlamydiaceae
GCF_001244315.1_ASM124431v1_genomic.fna.gz	670	NA	Vibrio parahaemolyticus	Vibrio	Vibrionaceae
GCF_002850415.1_ASM285041v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000260515.1_ASM26051v1_genomic.fna.gz	884204	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_000341665.1_ASM34166v1_genomic.fna.gz	1286404	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_001457595.1_NCTC8159_genomic.fna.gz	1772	NA	Mycolicibacterium smegmatis	Mycolicibacterium	Mycobacteriaceae
GCF_002735245.1_ASM273524v1_genomic.fna.gz	38323	NA	Bartonella henselae	Bartonella	Bartonellaceae
GCF_002966515.1_ASM296651v1_genomic.fna.gz	2029986	NA	Shewanella sp. WE21	Shewanella	Shewanellaceae
GCF_001562115.1_ASM156211v1_genomic.fna.gz	233316	NA	Alteromonas stellipolaris	Alteromonas	Alteromonadaceae
GCF_002356015.1_ASM235601v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001941485.1_ASM194148v1_genomic.fna.gz	1437875	NA	Corynebacterium frankenforstense	Corynebacterium	Corynebacteriaceae
GCF_000830805.1_ASM83080v1_genomic.fna.gz	1385723	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_000265425.1_ASM26542v1_genomic.fna.gz	926566	NA	Terriglobus roseus	Terriglobus	Acidobacteriaceae
GCF_000021725.1_ASM2172v1_genomic.fna.gz	598659	NA	Nautilia profundicola	Nautilia	Nautiliaceae
GCF_000212975.1_ASM21297v1_genomic.fna.gz	1017264	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000012125.1_ASM1212v1_genomic.fna.gz	315277	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_001721645.1_ASM172164v1_genomic.fna.gz	430522	NA	Pedobacter steynii	Pedobacter	Sphingobacteriaceae
GCF_001951235.1_ASM195123v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_001605255.1_ASM160525v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001683135.1_ASM168313v1_genomic.fna.gz	1392	NA	Bacillus anthracis	Bacillus	Bacillaceae
GCF_002968415.1_ASM296841v1_genomic.fna.gz	492670	NA	Bacillus velezensis	Bacillus	Bacillaceae
GCF_002843135.1_ASM284313v1_genomic.fna.gz	1450520	NA	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae
GCF_000024025.1_ASM2402v1_genomic.fna.gz	479433	NA	Catenulispora acidiphila	Catenulispora	Catenulisporaceae
GCF_002000565.1_ASM200056v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_003095635.1_ASM309563v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000237325.1_ASM23732v1_genomic.fna.gz	1052684	NA	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae
GCF_000292505.1_ASM29250v1_genomic.fna.gz	662947	NA	Mycoplasma genitalium	Mycoplasma	Mycoplasmataceae
GCF_001318295.1_ASM131829v1_genomic.fna.gz	1704307	NA	Candidatus Xiphinematobacter sp. Idaho Grape	Candidatus Xiphinematobacter	Mycoplasmataceae
GCF_001908725.1_ASM190872v1_genomic.fna.gz	925775	NA	Xanthomonas vesicatoria	Xanthomonas	Xanthomonadaceae
GCF_000830035.1_ASM83003v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000980835.1_ASM98083v1_genomic.fna.gz	35755	NA	Corynebacterium kutscheri	Corynebacterium	Corynebacteriaceae
GCF_002741575.1_ASM274157v1_genomic.fna.gz	1446746	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002056145.1_ASM205614v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000320385.1_ASM32038v1_genomic.fna.gz	1235461	NA	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae
GCF_002504085.1_ASM250408v1_genomic.fna.gz	13690	NA	Sphingobium yanoikuyae	Sphingobium	Sphingomonadaceae
GCF_001586155.1_ASM158615v1_genomic.fna.gz	53408	NA	Pseudomonas citronellolis	Pseudomonas	Pseudomonadaceae
GCF_003017455.1_ASM301745v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002202235.1_ASM220223v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000770215.1_ASM77021v1_genomic.fna.gz	1185650	NA	Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae
GCF_900240075.1_883_genomic.fna.gz	29385	NA	Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae
GCF_002952215.1_ASM295221v1_genomic.fna.gz	2023229	NA	Porphyrobacter HT-58-2	Porphyrobacter	Erythrobacteraceae
GCF_002090215.1_ASM209021v1_genomic.fna.gz	2104	NA	Mycoplasma pneumoniae	Mycoplasma	Mycoplasmataceae
GCF_001011055.1_ASM101105v1_genomic.fna.gz	636	NA	Edwardsiella tarda	Edwardsiella	Hafniaceae
GCF_001975385.1_ASM197538v1_genomic.fna.gz	1242096	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002310915.1_ASM231091v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002859785.1_ASM285978v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000019305.1_ASM1930v1_genomic.fna.gz	498213	NA	Clostridium botulinum	Clostridium	Clostridiaceae
GCF_000755845.1_ASM75584v1_genomic.fna.gz	13373	NA	Burkholderia mallei	Burkholderia	Burkholderiaceae
GCF_002082705.1_ASM208270v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002257585.1_ASM225758v1_genomic.fna.gz	1234841	NA	Mucilaginibacter sp. BJC16-A31	Mucilaginibacter	Sphingobacteriaceae
GCF_002196515.1_ASM219651v1_genomic.fna.gz	687	NA	Vibrio gazogenes	Vibrio	Vibrionaceae
GCF_001685395.1_ASM168539v1_genomic.fna.gz	1462996	NA	Paenibacillus yonginensis	Paenibacillus	Paenibacillaceae
GCF_000576085.2_ASM57608v2_genomic.fna.gz	364410	NA	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae
GCF_001697685.1_ASM169768v1_genomic.fna.gz	487	NA	Neisseria meningitidis	Neisseria	Neisseriaceae
GCF_001950995.1_ASM195099v1_genomic.fna.gz	783	NA	Rickettsia rickettsii	Rickettsia	Rickettsiaceae
GCF_000392475.2_ASM39247v2_genomic.fna.gz	1321938	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_000019685.1_ASM1968v1_genomic.fna.gz	412419	NA	Borrelia duttonii	Borrelia	Borreliaceae
GCF_002906595.1_ASM290659v1_genomic.fna.gz	1283	NA	Staphylococcus haemolyticus	Staphylococcus	Staphylococcaceae
GCF_001984445.1_ASM198444v1_genomic.fna.gz	47763	NA	Streptomyces lydicus	Streptomyces	Streptomycetaceae
GCF_001806385.1_ASM180638v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002355815.1_ASM235581v1_genomic.fna.gz	1314	NA	Streptococcus pyogenes	Streptococcus	Streptococcaceae
GCF_001999065.1_ASM199906v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000828975.1_ASM82897v1_genomic.fna.gz	1469502	NA	Burkholderiales bacterium GJ-E10	Listeria	Listeriaceae
GCF_000196055.1_ASM19605v1_genomic.fna.gz	211110	NA	Streptococcus agalactiae	Streptococcus	Streptococcaceae
GCF_003004175.1_ASM300417v1_genomic.fna.gz	91891	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000750295.1_ASM75029v1_genomic.fna.gz	149539	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001513715.1_ASM151371v1_genomic.fna.gz	216946	NA	Spiroplasma turonicum	Spiroplasma	Spiroplasmataceae
GCF_001922085.1_ASM192208v1_genomic.fna.gz	611301	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_001518995.2_ASM151899v2_genomic.fna.gz	1779382	NA	Rhodothermaceae bacterium RA	Xanthomonas	Rhodothermaceae
GCF_002220635.1_ASM222063v1_genomic.fna.gz	615	NA	Serratia marcescens	Serratia	Yersiniaceae
GCF_002327105.1_ASM232710v1_genomic.fna.gz	2006110	NA	Luteimonas sp. 100111	Luteimonas	Xanthomonadaceae
GCF_000685665.1_ASM68566v1_genomic.fna.gz	210	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_002285675.1_ASM228567v1_genomic.fna.gz	1767	NA	Mycobacterium intracellulare	Mycobacterium	Mycobacteriaceae
GCF_000829965.1_ASM82996v1_genomic.fna.gz	54291	NA	Raoultella ornithinolytica	Raoultella	Enterobacteriaceae
GCF_001941805.1_ASM194180v1_genomic.fna.gz	40215	NA	Acinetobacter junii	Acinetobacter	Moraxellaceae
GCF_002021965.1_ASM202196v1_genomic.fna.gz	1660067	NA	Campylobacter pinnipediorum	Campylobacter	Campylobacteraceae
GCF_002953535.1_ASM295353v1_genomic.fna.gz	663	NA	Vibrio alginolyticus	Vibrio	Vibrionaceae
GCF_000186745.1_ASM18674v1_genomic.fna.gz	936156	NA	Bacillus subtilis	Bacillus	Bacillaceae
GCF_000011345.1_ASM1134v1_genomic.fna.gz	197221	NA	Thermosynechococcus elongatus	Thermosynechococcus	Synechococcaceae
GCF_002005345.1_ASM200534v1_genomic.fna.gz	492670	NA	Bacillus velezensis	Bacillus	Bacillaceae
GCF_002794415.1_ASM279441v1_genomic.fna.gz	59204	NA	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000014445.1_ASM1444v1_genomic.fna.gz	203120	Leuconostoc mesenteroides subsp. mesenteroides	Leuconostoc mesenteroides	Leuconostoc	Leuconostocaceae
GCF_002760975.1_ASM276097v1_genomic.fna.gz	149539	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000829155.1_ASM82915v1_genomic.fna.gz	1189303	NA	Candidatus Sulcia muelleri	Candidatus Sulcia	Enterobacteriaceae
GCF_000197875.1_ASM19787v1_genomic.fna.gz	866630	NA	Haemophilus influenzae	Haemophilus	Pasteurellaceae
GCF_000807395.2_ASM80739v3_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000706765.1_ASM70676v1_genomic.fna.gz	1341694	NA	Bifidobacterium indicum	Bifidobacterium	Bifidobacteriaceae
GCF_000276705.2_ASM27670v2_genomic.fna.gz	1191061	NA	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae
GCF_000168595.2_ASM16859v2_genomic.fna.gz	393127	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_002082015.1_ASM208201v1_genomic.fna.gz	1571	NA	Sporosarcina ureae	Sporosarcina	Planococcaceae
GCF_000756505.1_ASM75650v1_genomic.fna.gz	1401325	NA	Ornithobacterium rhinotracheale	Ornithobacterium	Flavobacteriaceae
GCF_002447195.1_ASM244719v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002116855.1_ASM211685v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001007025.1_Wien1_genomic.fna.gz	83558	NA	Chlamydia pneumoniae	Chlamydia	Chlamydiaceae
GCF_001985365.1_ASM198536v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_003018275.1_ASM301827v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001900395.1_ASM190039v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002947915.1_ASM294791v1_genomic.fna.gz	2083053	NA	Pseudomonas sp. SWI44	Pseudomonas	Pseudomonadaceae
GCF_001932635.1_ASM193263v1_genomic.fna.gz	180957	NA	Pectobacterium carotovorum	Pectobacterium	Pectobacteriaceae
GCF_000210815.2_ASM21081v2_genomic.fna.gz	932920	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000195855.1_ASM19585v1_genomic.fna.gz	272631	NA	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae
GCF_002302535.1_ASM230253v1_genomic.fna.gz	1945657	NA	Capnocytophaga sp. H2931	Capnocytophaga	Flavobacteriaceae
GCF_002079265.1_ASM207926v1_genomic.fna.gz	1807790	NA	Rhodococcus sp. BH4	Rhodococcus	Nocardiaceae
GCF_001409135.1_10259_genomic.fna.gz	57743	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001507205.1_ASM150720v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_000767415.1_ASM76741v1_genomic.fna.gz	65058	NA	Corynebacterium ulcerans	Corynebacterium	Corynebacteriaceae
GCF_001692515.1_ASM169251v1_genomic.fna.gz	611	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002085735.1_ASM208573v1_genomic.fna.gz	451	NA	Tatlockia micdadei	Tatlockia	Legionellaceae
GCF_001444405.1_ASM144440v1_genomic.fna.gz	161398	NA	Pseudoalteromonas phenolica	Pseudoalteromonas	Pseudoalteromonadaceae
GCF_000008205.1_ASM820v1_genomic.fna.gz	262719	NA	Mycoplasma hyopneumoniae	Mycoplasma	Mycoplasmataceae
GCF_003054555.1_ASM305455v1_genomic.fna.gz	1535768	NA	Streptomyces lunaelactis	Streptomyces	Streptomycetaceae
GCF_001932815.1_ASM193281v1_genomic.fna.gz	1238	NA	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae
GCF_000009705.1_ASM970v1_genomic.fna.gz	103690	NA	Nostoc sp. PCC 7120	Nostoc	Nostocaceae
GCF_000145595.1_ASM14559v1_genomic.fna.gz	546342	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000344355.2_ASM34435v2_genomic.fna.gz	1104679	NA	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae
GCF_000298095.1_ASM29809v1_genomic.fna.gz	1232724	Mycobacterium intracellulare subsp. intracellulare	Mycobacterium intracellulare	Mycobacterium	Mycobacteriaceae
